query,plan
Plan a 2-day trip from Delhi to Mumbai for 1 person(s) with a budget of ₹49198 starting 2025-08-13.,"Stay at Vivanta by Taj - President (A Taj Hotel). Day 1: Visit Siddhivinayak Temple, Mahalaxmi Temple. Day 2: Visit Chhatrapati Shivaji Maharaj Vastu Sangrahalaya, Gateway of India."
Plan a 2-day trip from Jaipur to Chennai for 2 person(s) with a budget of ₹10065 starting 2025-08-25.,Stay at Vivanta by Taj - Connemara (A Taj Hotel). Day 1: Visit Marina Beach. Day 2:
Plan a 2-day trip from Jaipur to Mumbai for 3 person(s) with a budget of ₹29047 starting 2025-08-29.,"Stay at Vivanta by Taj - President (A Taj Hotel). Day 1: Visit Siddhivinayak Temple, Mahalaxmi Temple. Day 2: Visit Chhatrapati Shivaji Maharaj Vastu Sangrahalaya, Gateway of India."
Plan a 5-day trip from Ahmedabad to Chennai for 4 person(s) with a budget of ₹19395 starting 2025-08-31.,Stay at Vivanta by Taj - Connemara (A Taj Hotel). Day 1: Visit Marina Beach. Day 2: Day 3: Day 4: Day 5:
Plan a 3-day trip from Mumbai to Delhi for 3 person(s) with a budget of ₹42446 starting 2025-08-09.,"Stay at HOTEL SIAM INTERNATIONAL. Day 1: Visit India Gate, Akshardham Temple. Day 2: Visit Sunder Nursery, Humayun's Tomb. Day 3: Visit Lotus Temple, Qutub Minar."
Plan a 3-day trip from Mumbai to Chennai for 4 person(s) with a budget of ₹48671 starting 2025-08-26.,Stay at Vivanta by Taj - Connemara (A Taj Hotel). Day 1: Visit Marina Beach. Day 2: Day 3:
Plan a 3-day trip from Mumbai to Kolkata for 1 person(s) with a budget of ₹30188 starting 2025-08-26.,"Stay at Banayan Appartment ,Russell Street. Day 1: Visit Belur Math, Dakshineswar Kali Temple. Day 2: Visit Howrah Bridge, Victoria Memorial. Day 3: Visit Indian Museum, Kalighat Kali Temple."
Plan a 3-day trip from Bengaluru to Hyderabad for 3 person(s) with a budget of ₹25445 starting 2025-08-06.,"Stay at Vivanta by Taj - Begumpet (A Taj Hotel). Day 1: Visit Birla Mandir, Inorbit Mall Cyberabad. Day 2: Visit Charminar, Qutb Shahi Tombs. Day 3: Visit Golconda Fort, Salar Jung Museum."
Plan a 3-day trip from Mumbai to Jaipur for 1 person(s) with a budget of ₹35519 starting 2025-08-14.,"Stay at Vidhya Villa. Day 1: Visit Amber Fort, Albert Hall Museum. Day 2: Visit Jaigarh Fort, Hawa Mahal. Day 3: Visit City Palace."
Plan a 3-day trip from Mumbai to Ahmedabad for 3 person(s) with a budget of ₹17019 starting 2025-08-18.,"Stay at Tulsi Residency. Day 1: Visit Sabarmati Ashram, Sabarmati Riverfront. Day 2: Visit Kankaria Lake, Manek Chowk. Day 3: Visit Science City."
Plan a 2-day trip from Hyderabad to Mumbai for 2 person(s) with a budget of ₹46027 starting 2025-08-15.,"Stay at Vivanta by Taj - President (A Taj Hotel). Day 1: Visit Siddhivinayak Temple, Mahalaxmi Temple. Day 2: Visit Chhatrapati Shivaji Maharaj Vastu Sangrahalaya, Gateway of India."
Plan a 3-day trip from Bengaluru to Delhi for 4 person(s) with a budget of ₹27536 starting 2025-08-18.,"Stay at Vivanta by Taj - Ambassador (A Taj Hotel). Day 1: Visit India Gate, Akshardham Temple. Day 2: Visit Sunder Nursery, Humayun's Tomb. Day 3: Visit Lotus Temple, Qutub Minar."
Plan a 2-day trip from Bengaluru to Ahmedabad for 4 person(s) with a budget of ₹23360 starting 2025-08-21.,"Stay at Tulsi Residency. Day 1: Visit Sabarmati Ashram, Sabarmati Riverfront. Day 2: Visit Kankaria Lake, Manek Chowk."
Plan a 3-day trip from Jaipur to Ahmedabad for 1 person(s) with a budget of ₹22760 starting 2025-08-14.,"Stay at Tulsi Residency. Day 1: Visit Sabarmati Ashram, Sabarmati Riverfront. Day 2: Visit Kankaria Lake, Manek Chowk. Day 3: Visit Science City."
Plan a 5-day trip from Bengaluru to Pune for 3 person(s) with a budget of ₹34513 starting 2025-08-30.,Stay at Valencia Hospitality Service Apartment Magarpatta. Day 1: Visit Shaniwar Wada. Day 2: Day 3: Day 4: Day 5:
Plan a 5-day trip from Jaipur to Mumbai for 2 person(s) with a budget of ₹23397 starting 2025-08-16.,"Stay at Vivanta by Taj - President (A Taj Hotel). Day 1: Visit Siddhivinayak Temple, Mahalaxmi Temple. Day 2: Visit Chhatrapati Shivaji Maharaj Vastu Sangrahalaya, Gateway of India. Day 3: Visit Marine Drive, Haji Ali Dargah. Day 4: Visit Sanjay Gandhi National Park, Chowpatty Beach. Day 5: Visit Essel World, Elephanta Caves."
Plan a 3-day trip from Mumbai to Hyderabad for 4 person(s) with a budget of ₹30024 starting 2025-08-09.,"Stay at Vivanta by Taj - Begumpet (A Taj Hotel). Day 1: Visit Birla Mandir, Inorbit Mall Cyberabad. Day 2: Visit Charminar, Qutb Shahi Tombs. Day 3: Visit Golconda Fort, Salar Jung Museum."
Plan a 2-day trip from Lucknow to Kolkata for 3 person(s) with a budget of ₹17878 starting 2025-08-28.,"Stay at Banayan Appartment ,Russell Street. Day 1: Visit Belur Math, Dakshineswar Kali Temple. Day 2: Visit Howrah Bridge, Victoria Memorial."
Plan a 2-day trip from Kolkata to Pune for 3 person(s) with a budget of ₹20918 starting 2025-08-03.,Stay at Sparrow  House Gandhrav Nagari. Day 1: Visit Shaniwar Wada. Day 2:
Plan a 2-day trip from Delhi to Jaipur for 1 person(s) with a budget of ₹44951 starting 2025-08-10.,"Stay at TALAI BAGH PALACE. Day 1: Visit Amber Fort, Albert Hall Museum. Day 2: Visit Jaigarh Fort, Hawa Mahal."
Plan a 2-day trip from Delhi to Ahmedabad for 3 person(s) with a budget of ₹46267 starting 2025-08-15.,"Stay at Comfort Inn Sunset. Day 1: Visit Sabarmati Ashram, Sabarmati Riverfront. Day 2: Visit Kankaria Lake, Manek Chowk."
Plan a 2-day trip from Delhi to Pune for 2 person(s) with a budget of ₹15771 starting 2025-08-01.,Stay at Valencia Hospitality Service Apartment Magarpatta. Day 1: Visit Shaniwar Wada. Day 2:
Plan a 4-day trip from Pune to Hyderabad for 3 person(s) with a budget of ₹23315 starting 2025-08-08.,"Stay at Vivanta by Taj - Begumpet (A Taj Hotel). Day 1: Visit Birla Mandir, Inorbit Mall Cyberabad. Day 2: Visit Charminar, Qutb Shahi Tombs. Day 3: Visit Golconda Fort, Salar Jung Museum. Day 4: Visit Ramoji Film City, Chowmahalla Palace."
Plan a 4-day trip from Kolkata to Lucknow for 4 person(s) with a budget of ₹35877 starting 2025-08-07.,"Stay at HOTEL SHELTER. Day 1: Visit Phoenix Palassio, Bara Imambara. Day 2: Day 3: Day 4:"
Plan a 5-day trip from Kolkata to Mumbai for 1 person(s) with a budget of ₹20972 starting 2025-08-17.,"Stay at Vivanta by Taj - President (A Taj Hotel). Day 1: Visit Siddhivinayak Temple, Mahalaxmi Temple. Day 2: Visit Chhatrapati Shivaji Maharaj Vastu Sangrahalaya, Gateway of India. Day 3: Visit Marine Drive, Haji Ali Dargah. Day 4: Visit Sanjay Gandhi National Park, Chowpatty Beach. Day 5: Visit Essel World, Elephanta Caves."
Plan a 4-day trip from Chennai to Kolkata for 4 person(s) with a budget of ₹48197 starting 2025-08-15.,"Stay at Travel Inn. Day 1: Visit Belur Math, Dakshineswar Kali Temple. Day 2: Visit Howrah Bridge, Victoria Memorial. Day 3: Visit Indian Museum, Kalighat Kali Temple. Day 4: Visit Marble Palace, Science City Kolkata."
Plan a 2-day trip from Jaipur to Pune for 2 person(s) with a budget of ₹16085 starting 2025-08-18.,Stay at EMA HOSPITALITY. Day 1: Visit Shaniwar Wada. Day 2:
Plan a 2-day trip from Kolkata to Hyderabad for 2 person(s) with a budget of ₹45719 starting 2025-08-12.,"Stay at Vivanta by Taj - Begumpet (A Taj Hotel). Day 1: Visit Birla Mandir, Inorbit Mall Cyberabad. Day 2: Visit Charminar, Qutb Shahi Tombs."
Plan a 4-day trip from Chennai to Ahmedabad for 1 person(s) with a budget of ₹15888 starting 2025-08-07.,"Stay at Tulsi Residency. Day 1: Visit Sabarmati Ashram, Sabarmati Riverfront. Day 2: Visit Kankaria Lake, Manek Chowk. Day 3: Visit Science City. Day 4:"
Plan a 5-day trip from Ahmedabad to Jaipur for 4 person(s) with a budget of ₹35962 starting 2025-08-24.,"Stay at Art Inn Homestay. Day 1: Visit Amber Fort, Albert Hall Museum. Day 2: Visit Jaigarh Fort, Hawa Mahal. Day 3: Visit City Palace. Day 4: Day 5:"
Plan a 4-day trip from Ahmedabad to Mumbai for 4 person(s) with a budget of ₹48106 starting 2025-08-09.,"Stay at Vivanta by Taj - President (A Taj Hotel). Day 1: Visit Siddhivinayak Temple, Mahalaxmi Temple. Day 2: Visit Chhatrapati Shivaji Maharaj Vastu Sangrahalaya, Gateway of India. Day 3: Visit Marine Drive, Haji Ali Dargah. Day 4: Visit Sanjay Gandhi National Park, Chowpatty Beach."
Plan a 4-day trip from Bengaluru to Pune for 2 person(s) with a budget of ₹41247 starting 2025-08-31.,Stay at Sparrow  House Gandhrav Nagari. Day 1: Visit Shaniwar Wada. Day 2: Day 3: Day 4:
Plan a 3-day trip from Ahmedabad to Delhi for 4 person(s) with a budget of ₹39417 starting 2025-08-12.,"Stay at HOTEL SIAM INTERNATIONAL. Day 1: Visit India Gate, Akshardham Temple. Day 2: Visit Sunder Nursery, Humayun's Tomb. Day 3: Visit Lotus Temple, Qutub Minar."
Plan a 2-day trip from Mumbai to Ahmedabad for 4 person(s) with a budget of ₹34164 starting 2025-08-20.,"Stay at Hotel Raghu Chhaya. Day 1: Visit Sabarmati Ashram, Sabarmati Riverfront. Day 2: Visit Kankaria Lake, Manek Chowk."
Plan a 2-day trip from Kolkata to Hyderabad for 4 person(s) with a budget of ₹44828 starting 2025-08-29.,"Stay at Vivanta by Taj - Begumpet (A Taj Hotel). Day 1: Visit Birla Mandir, Inorbit Mall Cyberabad. Day 2: Visit Charminar, Qutb Shahi Tombs."
Plan a 5-day trip from Mumbai to Kolkata for 2 person(s) with a budget of ₹26381 starting 2025-08-05.,"Stay at Stay Cool. Day 1: Visit Dakshineswar Kali Temple, Belur Math. Day 2: Visit Victoria Memorial, Indian Museum. Day 3: Visit Howrah Bridge, Kalighat Kali Temple. Day 4: Visit Science City Kolkata, Marble Palace. Day 5: Visit Alipore Zoological Gardens."
Plan a 2-day trip from Pune to Jaipur for 4 person(s) with a budget of ₹34871 starting 2025-08-11.,"Stay at Vidhya Villa. Day 1: Visit Amber Fort, Albert Hall Museum. Day 2: Visit Jaigarh Fort, Hawa Mahal."
Plan a 4-day trip from Bengaluru to Jaipur for 1 person(s) with a budget of ₹22226 starting 2025-08-25.,"Stay at Art Inn Homestay. Day 1: Visit Amber Fort, Albert Hall Museum. Day 2: Visit Jaigarh Fort, Hawa Mahal. Day 3: Visit City Palace. Day 4:"
Plan a 5-day trip from Jaipur to Mumbai for 2 person(s) with a budget of ₹40300 starting 2025-08-10.,"Stay at Vivanta by Taj - President (A Taj Hotel). Day 1: Visit Siddhivinayak Temple, Mahalaxmi Temple. Day 2: Visit Chhatrapati Shivaji Maharaj Vastu Sangrahalaya, Gateway of India. Day 3: Visit Marine Drive, Haji Ali Dargah. Day 4: Visit Sanjay Gandhi National Park, Chowpatty Beach. Day 5: Visit Essel World, Elephanta Caves."
Plan a 4-day trip from Jaipur to Hyderabad for 1 person(s) with a budget of ₹36989 starting 2025-08-13.,"Stay at Vivanta by Taj - Begumpet (A Taj Hotel). Day 1: Visit Birla Mandir, Inorbit Mall Cyberabad. Day 2: Visit Charminar, Qutb Shahi Tombs. Day 3: Visit Golconda Fort, Salar Jung Museum. Day 4: Visit Ramoji Film City, Chowmahalla Palace."
Plan a 4-day trip from Lucknow to Hyderabad for 2 person(s) with a budget of ₹12621 starting 2025-08-25.,"Stay at Vivanta by Taj - Begumpet (A Taj Hotel). Day 1: Visit Birla Mandir, Charminar. Day 2: Visit Inorbit Mall Cyberabad, Golconda Fort. Day 3: Visit Qutb Shahi Tombs, Salar Jung Museum. Day 4: Visit Chowmahalla Palace, Hussain Sagar Lake."
Plan a 5-day trip from Lucknow to Delhi for 4 person(s) with a budget of ₹38172 starting 2025-08-07.,"Stay at Vivanta by Taj - Ambassador (A Taj Hotel). Day 1: Visit India Gate, Akshardham Temple. Day 2: Visit Sunder Nursery, Humayun's Tomb. Day 3: Visit Lotus Temple, Qutub Minar. Day 4: Visit Lodhi Garden, Red Fort. Day 5: Visit National Gallery of Modern Art, National Science Centre."
Plan a 3-day trip from Pune to Mumbai for 3 person(s) with a budget of ₹20607 starting 2025-08-31.,"Stay at Vivanta by Taj - President (A Taj Hotel). Day 1: Visit Siddhivinayak Temple, Mahalaxmi Temple. Day 2: Visit Chhatrapati Shivaji Maharaj Vastu Sangrahalaya, Gateway of India. Day 3: Visit Marine Drive, Haji Ali Dargah."
Plan a 5-day trip from Delhi to Chennai for 1 person(s) with a budget of ₹38245 starting 2025-08-12.,Stay at Vivanta by Taj - Connemara (A Taj Hotel). Day 1: Visit Marina Beach. Day 2: Day 3: Day 4: Day 5:
Plan a 2-day trip from Pune to Delhi for 4 person(s) with a budget of ₹27334 starting 2025-08-30.,"Stay at HOTEL SIAM INTERNATIONAL. Day 1: Visit India Gate, Akshardham Temple. Day 2: Visit Sunder Nursery, Humayun's Tomb."
Plan a 4-day trip from Hyderabad to Jaipur for 4 person(s) with a budget of ₹20165 starting 2025-08-15.,"Stay at Art Inn Homestay. Day 1: Visit Amber Fort, Albert Hall Museum. Day 2: Visit Jaigarh Fort, Hawa Mahal. Day 3: Visit City Palace. Day 4:"
Plan a 4-day trip from Delhi to Jaipur for 1 person(s) with a budget of ₹35836 starting 2025-08-31.,"Stay at Vidhya Villa. Day 1: Visit Amber Fort, Albert Hall Museum. Day 2: Visit Jaigarh Fort, Hawa Mahal. Day 3: Visit City Palace. Day 4:"
Plan a 3-day trip from Mumbai to Ahmedabad for 2 person(s) with a budget of ₹46708 starting 2025-08-02.,"Stay at Hotel Raghu Chhaya. Day 1: Visit Sabarmati Ashram, Sabarmati Riverfront. Day 2: Visit Kankaria Lake, Manek Chowk. Day 3: Visit Science City."
Plan a 4-day trip from Pune to Ahmedabad for 4 person(s) with a budget of ₹14305 starting 2025-08-13.,"Stay at Tulsi Residency. Day 1: Visit Sabarmati Ashram, Sabarmati Riverfront. Day 2: Visit Kankaria Lake, Manek Chowk. Day 3: Visit Science City. Day 4:"
Plan a 2-day trip from Hyderabad to Chennai for 1 person(s) with a budget of ₹40471 starting 2025-08-08.,Stay at Vivanta by Taj - Connemara (A Taj Hotel). Day 1: Visit Marina Beach. Day 2:
Plan a 5-day trip from Jaipur to Kolkata for 1 person(s) with a budget of ₹30863 starting 2025-08-16.,"Stay at Banayan Appartment ,Russell Street. Day 1: Visit Dakshineswar Kali Temple, Belur Math. Day 2: Visit Victoria Memorial, Indian Museum. Day 3: Visit Howrah Bridge, Kalighat Kali Temple. Day 4: Visit Science City Kolkata, Marble Palace. Day 5: Visit Alipore Zoological Gardens."
Plan a 2-day trip from Pune to Hyderabad for 4 person(s) with a budget of ₹43924 starting 2025-08-05.,"Stay at Vivanta by Taj - Begumpet (A Taj Hotel). Day 1: Visit Birla Mandir, Inorbit Mall Cyberabad. Day 2: Visit Charminar, Qutb Shahi Tombs."
Plan a 4-day trip from Ahmedabad to Pune for 2 person(s) with a budget of ₹45325 starting 2025-08-31.,Stay at Sparrow  House Gandhrav Nagari. Day 1: Visit Shaniwar Wada. Day 2: Day 3: Day 4:
Plan a 4-day trip from Delhi to Lucknow for 1 person(s) with a budget of ₹39231 starting 2025-08-31.,"Stay at HOTEL SHELTER. Day 1: Visit Phoenix Palassio, Bara Imambara. Day 2: Day 3: Day 4:"
Plan a 5-day trip from Chennai to Lucknow for 3 person(s) with a budget of ₹41485 starting 2025-08-13.,"Stay at HOTEL SHELTER. Day 1: Visit Phoenix Palassio, Bara Imambara. Day 2: Day 3: Day 4: Day 5:"
Plan a 3-day trip from Mumbai to Chennai for 4 person(s) with a budget of ₹16982 starting 2025-08-14.,Stay at Vivanta by Taj - Connemara (A Taj Hotel). Day 1: Visit Marina Beach. Day 2: Day 3:
Plan a 4-day trip from Lucknow to Hyderabad for 1 person(s) with a budget of ₹11084 starting 2025-08-16.,"Stay at Vivanta by Taj - Begumpet (A Taj Hotel). Day 1: Visit Birla Mandir, Charminar. Day 2: Visit Inorbit Mall Cyberabad, Golconda Fort. Day 3: Visit Qutb Shahi Tombs, Salar Jung Museum. Day 4: Visit Chowmahalla Palace, Hussain Sagar Lake."
Plan a 5-day trip from Bengaluru to Ahmedabad for 1 person(s) with a budget of ₹32793 starting 2025-08-05.,"Stay at Tulsi Residency. Day 1: Visit Sabarmati Ashram, Sabarmati Riverfront. Day 2: Visit Kankaria Lake, Manek Chowk. Day 3: Visit Science City. Day 4: Day 5:"
Plan a 4-day trip from Ahmedabad to Kolkata for 4 person(s) with a budget of ₹25733 starting 2025-08-24.,"Stay at Banayan Appartment ,Russell Street. Day 1: Visit Dakshineswar Kali Temple, Belur Math. Day 2: Visit Victoria Memorial, Indian Museum. Day 3: Visit Howrah Bridge, Kalighat Kali Temple. Day 4: Visit Science City Kolkata, Marble Palace."
Plan a 2-day trip from Pune to Lucknow for 4 person(s) with a budget of ₹45461 starting 2025-08-29.,"Stay at URBAN SUITES LUCKNOW. Day 1: Visit Phoenix Palassio, Bara Imambara. Day 2:"
Plan a 3-day trip from Kolkata to Jaipur for 4 person(s) with a budget of ₹42334 starting 2025-08-18.,"Stay at Vidhya Villa. Day 1: Visit Amber Fort, Albert Hall Museum. Day 2: Visit Jaigarh Fort, Hawa Mahal. Day 3: Visit City Palace."
Plan a 2-day trip from Lucknow to Jaipur for 4 person(s) with a budget of ₹48809 starting 2025-08-21.,"Stay at TALAI BAGH PALACE. Day 1: Visit Amber Fort, Albert Hall Museum. Day 2: Visit Jaigarh Fort, Hawa Mahal."
Plan a 5-day trip from Hyderabad to Mumbai for 2 person(s) with a budget of ₹12099 starting 2025-08-24.,"Stay at Vivanta by Taj - President (A Taj Hotel). Day 1: Visit Siddhivinayak Temple, Mahalaxmi Temple. Day 2: Visit Chhatrapati Shivaji Maharaj Vastu Sangrahalaya, Gateway of India. Day 3: Visit Marine Drive, Haji Ali Dargah. Day 4: Visit Sanjay Gandhi National Park, Chowpatty Beach. Day 5: Visit Elephanta Caves."
Plan a 4-day trip from Ahmedabad to Kolkata for 1 person(s) with a budget of ₹20829 starting 2025-08-17.,"Stay at Stay Cool. Day 1: Visit Dakshineswar Kali Temple, Belur Math. Day 2: Visit Victoria Memorial, Indian Museum. Day 3: Visit Howrah Bridge, Kalighat Kali Temple. Day 4: Visit Science City Kolkata, Marble Palace."
Plan a 5-day trip from Chennai to Jaipur for 3 person(s) with a budget of ₹32726 starting 2025-08-10.,"Stay at Art Inn Homestay. Day 1: Visit Amber Fort, Albert Hall Museum. Day 2: Visit Jaigarh Fort, Hawa Mahal. Day 3: Visit City Palace. Day 4: Day 5:"
Plan a 2-day trip from Mumbai to Chennai for 4 person(s) with a budget of ₹33248 starting 2025-08-05.,Stay at Vivanta by Taj - Connemara (A Taj Hotel). Day 1: Visit Marina Beach. Day 2:
Plan a 5-day trip from Hyderabad to Kolkata for 1 person(s) with a budget of ₹36062 starting 2025-08-25.,"Stay at Banayan Appartment ,Russell Street. Day 1: Visit Dakshineswar Kali Temple, Belur Math. Day 2: Visit Victoria Memorial, Indian Museum. Day 3: Visit Howrah Bridge, Kalighat Kali Temple. Day 4: Visit Science City Kolkata, Marble Palace. Day 5: Visit Alipore Zoological Gardens."
Plan a 5-day trip from Kolkata to Mumbai for 4 person(s) with a budget of ₹22264 starting 2025-08-06.,"Stay at Vivanta by Taj - President (A Taj Hotel). Day 1: Visit Siddhivinayak Temple, Mahalaxmi Temple. Day 2: Visit Chhatrapati Shivaji Maharaj Vastu Sangrahalaya, Gateway of India. Day 3: Visit Marine Drive, Haji Ali Dargah. Day 4: Visit Sanjay Gandhi National Park, Chowpatty Beach. Day 5: Visit Essel World, Elephanta Caves."
Plan a 2-day trip from Ahmedabad to Mumbai for 2 person(s) with a budget of ₹39985 starting 2025-08-24.,"Stay at Vivanta by Taj - President (A Taj Hotel). Day 1: Visit Siddhivinayak Temple, Mahalaxmi Temple. Day 2: Visit Chhatrapati Shivaji Maharaj Vastu Sangrahalaya, Gateway of India."
Plan a 2-day trip from Kolkata to Pune for 2 person(s) with a budget of ₹27469 starting 2025-08-08.,Stay at Sparrow  House Gandhrav Nagari. Day 1: Visit Shaniwar Wada. Day 2:
Plan a 2-day trip from Kolkata to Pune for 1 person(s) with a budget of ₹27805 starting 2025-08-22.,Stay at Sparrow  House Gandhrav Nagari. Day 1: Visit Shaniwar Wada. Day 2:
Plan a 4-day trip from Ahmedabad to Chennai for 3 person(s) with a budget of ₹14411 starting 2025-08-22.,Stay at Vivanta by Taj - Connemara (A Taj Hotel). Day 1: Visit Marina Beach. Day 2: Day 3: Day 4:
Plan a 3-day trip from Pune to Kolkata for 1 person(s) with a budget of ₹15716 starting 2025-08-23.,"Stay at Stay Cool. Day 1: Visit Dakshineswar Kali Temple, Belur Math. Day 2: Visit Victoria Memorial, Indian Museum. Day 3: Visit Howrah Bridge, Kalighat Kali Temple."
